1000,-0.00019482680838021752,-0.3837542614666858,
1122.0184543019618,-0.0002452709955129539,-0.4305776961856549,
1258.9254117941662,-0.00030877563145920986,-0.4831137663311159,
1412.5375446227526,-0.00038872191106239303,-0.5420592351733302,
1584.8931924611124,-0.0004893662214888342,-0.6081957669558952,
1778.279410038921,-0.0006160665851339088,-0.6824002381302346,
1995.2623149688789,-0.0007755676369370325,-0.7656562868592217,
2238.7211385683377,-0.0009763592351972931,-0.8590672436860644,
2511.886431509577,-0.0012291276812949777,-0.9638706003278648,
2818.382931264452,-0.0015473233841832071,-1.0814541879474167,
3162.2776601683763,-0.0019478748938796184,-1.213374250456032,
3548.133892335753,-0.002452086844219271,-1.3613756115843454,
3981.071705534969,-0.0030867688562540734,-1.5274141453854713,
4466.835921509626,-0.0038856543058274884,-1.7136817666635027,
5011.87233627272,-0.004891182587620415,-1.922634157858064,
5623.413251903485,-0.006156736746981992,-2.1570214382762023,
6309.57344480193,-0.007749450833776454,-2.419921954691425,
7079.457843841374,-0.009753728883253342,-2.7147793213582982,
7943.282347242805,-0.012275650927874186,-3.0454427513732014,
8912.50938133745,-0.015448481756841442,-3.416210584677423,
9999.999999999989,-0.019439545979592434,-3.8318767096790056,
11220.18454301963,-0.024458788634421073,-4.297779266653943,
12589.254117941662,-0.030769403631361582,-4.8198505731424826,
14125.375446227526,-0.038700980790376815,-5.404666573666795,
15848.931924611108,-0.04866569170932519,-6.0594932231400795,
17782.794100389227,-0.06117809671672265,-6.792325984908208,
19952.62314968879,-0.07687919499203959,-7.611916966656764,
22387.21138568338,-0.0965653334269517,-8.527782031054612,
25118.86431509577,-0.12122249937539098,-9.550177416909658,
28183.82931264449,-0.15206629243879802,-10.690031955738112,
31622.776601683792,-0.19058742289400357,-11.958816951451178,
35481.33892335753,-0.23860181769802313,-13.368331519229153,
39810.71705534969,-0.29830321035254137,-14.930377355994551,
44668.35921509626,-0.3723143344598157,-16.656294841107982,
50118.72336272715,-0.46373047350520835,-18.55633415520916,
56234.13251903491,-0.5761462264656021,-20.63884377731653,
63095.7344480193,-0.7136532927501581,-22.909277946218307,
70794.57843841374,-0.8807946535560724,-25.369057815891882,
79432.82347242805,-1.0824600481289288,-28.014369144300932,
89125.0938133744,-1.3237108416024586,-30.83503810528907,
100000,-1.6095308795705723,-33.813683347391354,
112201.84543019629,-1.94451423131165,-36.92537447567307,
125892.54117941661,-2.3325189835829936,-40.13800776463205,
141253.75446227525,-2.7763335444647854,-43.41351970286058,
158489.3192461111,-3.277411197940224,-46.70990220992234,
177827.94100389228,-3.8357237190542683,-49.983797866399115,
199526.2314968879,-4.449764269258671,-53.19330225110954,
223872.11385683378,-5.11669895984822,-56.30054344190701,
251188.6431509582,-5.832635853174547,-59.273670043434734,
281838.2931264449,-6.592960113030341,-62.088032845871595,
316227.7660168379,-7.39267968372265,-64.72653068675933,
354813.3892335753,-8.22673558835533,-67.17924582411517,
398107.1705534969,-9.090248391167389,-69.44258156430779,
446683.5921509635,-9.97869055037077,-71.51813188236112,
501187.2336272715,-10.887988492222629,-73.41147931739238,
562341.3251903491,-11.814566516891976,-75.13106046028385,
630957.344480193,-12.75534767460086,-76.68717982797801,
707945.7843841374,-13.70772616932527,-78.09120533623695,
794328.2347242822,-14.669523376841939,-79.35494600232525,
891250.938133744,-15.638936502749898,-80.49019374602146,
1000000,-16.614486028526564,-81.5084028071278,
1122018.4543019629,-17.594965748996284,-82.42047870212184,
1258925.411794166,-18.57939747044778,-83.23665081448677,
1412537.5446227554,-19.566991252594768,-83.96640657275535,
1584893.192461111,-20.55711132494246,-84.61846944204564,
1778279.410038923,-21.549247370428525,-85.20080695460359,
1995262.3149688789,-22.542990645693926,-85.72065843188274,
2238721.138568338,-23.53801432093708,-86.18457482762851,
2511886.4315095823,-24.53405741811114,-86.59846528625901,
2818382.9312644494,-25.530911767250227,-86.9676466506571,
3162277.6601683795,-26.528411463228778,-87.29689336771786,
3548133.892335753,-27.526424374814386,-87.59048612203637,
3981071.7055349695,-28.524845326205163,-87.85225815780441,
4466835.921509635,-29.523590634036207,-88.08563869089949,
5011872.336272715,-30.52259373823373,-88.29369311753956,
5623413.251903491,-31.521801712643576,-88.47915993107554,
6309573.44480193,-32.52117248140278,-88.64448439287366,
7079457.843841373,-33.52067260028462,-88.7918490877976,
7943282.347242822,-34.520275489590894,-88.92320154470622,
8912509.381337442,-35.519960027475676,-89.04027912848896,
10000000,-36.51970943067973,-89.1446314203526,
11220184.543019608,-37.51951036426387,-89.23764030269157,
12589254.117941663,-38.519352233686384,-89.32053795784323,
14125375.446227554,-39.519226622000616,-89.39442297903099,
15848931.924611108,-40.519126842502814,-89.46027477850043,
17782794.100389227,-41.519047583196766,-89.5189664636743,
19952623.149688747,-42.51898462426123,-89.57127633775072,
22387211.385683376,-43.51893461355069,-89.61789816713002,
25118864.315095823,-44.51889488822087,-89.65945034464092,
28183829.312644493,-45.51886333301077,-89.69648406507545,
31622776.60168379,-46.51883826765307,-89.72949061784276,
35481338.92335746,-47.51881835742861,-89.75890789094947,
39810717.05534969,-48.518802542110144,-89.78512617080378,
44668359.21509635,-49.518789979515105,-89.80849331349538,
50118723.36272714,-50.51878000066523,-89.82931935527222,
56234132.51903491,-51.51877207416672,-89.84788062271544,
63095734.44801943,-52.518765777914844,-89.86442339676454,
70794578.43841374,-53.51876077661767,-89.87916717879578,
79432823.47242822,-54.51875680394204,-89.8923076019091,
89125093.8133744,-55.518753648330986,-89.90401902592629,
100000000,-56.51875114173844,-89.91445685036038,
112201845.43019652,-57.51874915068017,-89.923759575984,
125892541.17941661,-58.5187475691257,-89.9320506423143,
141253754.46227553,-59.51874631285194,-89.93944006538634,
158489319.2461111,-60.51874531495792,-89.94602589731701,
177827941.00389227,-61.51874452230241,-89.95189552744218,
199526231.49688828,-62.51874389267365,-89.95712684161829,
223872113.8568338,-63.51874339254166,-89.96178925591774,
251188643.1509582,-64.51874299527267,-89.96594463746062,
281838293.12644494,-65.51874267971066,-89.96964812544847,
316227766.01683795,-66.51874242905083,-89.97294886280473,
354813389.23357606,-67.51874222994466,-89.97589064821686,
398107170.5534969,-68.51874207178899,-89.97851251736995,
446683592.1509635,-69.51874194616147,-89.98084926075737,
501187233.6272715,-70.51874184637197,-89.98293188554868,
562341325.1903491,-71.51874176710638,-89.98478802689922,
630957344.4801943,-72.51874170414347,-89.9864423146422,
707945784.3841373,-73.51874165413021,-89.98791670015302,
794328234.7242821,-74.51874161440333,-89.98923074765894,
891250938.1337441,-75.5187415828471,-89.99040189372187,
1000000000,-76.51874155778113,-89.99144567872435,

